lob|type|subtype|brand|short_description|MRP|list_price|discount|savings|speciality|size|sizePack|description|image_url|Country of Origin
Pantry|Masalas & Spices|Blended Masalas|MDH|Mdh Meat Masala|38.00|38.00|||Vegetarian|50gms|carton|Mdh Meat Masala||India

Pantry|Masalas & Spices|Blended Masalas|MDH|Mdh Fish Masala|59.00|59.00|||Vegetarian|100gms|carton|Mdh Fish Masala||India

Pantry|Masalas & Spices|Blended Masalas|MDH|Mdh Chicken Biryani Masala|55.00|55.00|||Vegetarian|50gms|carton|Mdh Chicken Biryani Masala||India

Pantry|Masalas & Spices|Blended Masalas|MDH|Mdh Tandoori Chicken Masala|62.00|58.90|5%|3.10|Vegetarian|100gms|carton|Mdh Tandoori Chicken Masala||India

Pantry|Masalas & Spices|Blended Masalas|MDH|Mdh Pani Puri Masala|55.00|55.00|||Vegetarian|100gms|carton|Mdh Pani Puri Masala||India

Pantry|Masalas & Spices|Blended Masalas|MDH|Mdh T-Plus Masala|46.00|46.00|||Vegetarian|25gms|carton|Mdh T-Plus Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Rajwadi Garam Masala Powder|81.00|81.00|||Vegetarian|100gms|carton|Badshah Rajwadi Garam Masala Powder||India
Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Rajwadi Garam Masala Powder|43.00|43.00|||Vegetarian|50gms|carton|Badshah Rajwadi Garam Masala Powder||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Premium Garam Masala|29.00|29.00|||Vegetarian|50gms|carton|Badshah Premium Garam Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Kitchen King Masala|37.00|37.00|||Vegetarian|50gms|carton|Badshah Kitchen King Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Biryani Pulav Masala|66.00|66.00|||Vegetarian|50gms|carton|Badshah Biryani Pulav Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Madras Sambar Masala|34.00|34.00|||Vegetarian|50gms|carton|Badshah Madras Sambar Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Mumbai Bhaji Pav Masala|72.00|72.00|||Vegetarian|100gms|carton|Badshah Mumbai Bhaji Pav Masala||India
Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Mumbai Bhaji Pav Masala|35.00|35.00|||Vegetarian|50gms|carton|Badshah Mumbai Bhaji Pav Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Vegetable Subji Masala|29.00|29.00|||Vegetarian|50gms|carton|Badshah Vegetable Subji Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Pani Puri Masala|65.00|65.00|||Vegetarian|100gms|carton|Badshah Pani Puri Masala||India
Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Pani Puri Masala|36.00|36.00|||Vegetarian|50gms|carton|Badshah Pani Puri Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Chat Masala|34.00|34.00|||Vegetarian|50gms|carton|Badshah Chat Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Fish Masala|41.00|41.00|||Vegetarian|50gms|carton|Badshah Fish Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Chicken Masala|73.00|73.00|||Vegetarian|100gms|carton|Badshah Chicken Masala||India

Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Nawabi Meat Masala|72.00|64.80|10%|7.20|Vegetarian|100gms|carton|Badshah Nawabi Meat Masala||India
Pantry|Masalas & Spices|Blended Masalas|Badshah|Badshah Nawabi Meat Masala|38.00|34.20|10%|3.80|Vegetarian|50gms|carton|Badshah Nawabi Meat Masala||India

Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Ginger & Garlic|145.00|108.75|25%|36.25|Vegetarian|500 gms Tub|Mother's Recipe Paste - Ginger & Garlic||India
Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Ginger & Garlic|75.00|70.00|5.00|5.00|Vegetarian|300 gms Tub|Mother's Recipe Paste - Ginger & Garlic||India
Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Ginger & Garlic|50.00|45.00|10%|5.00|Vegetarian|200gms|Pouch|Mother's Recipe Paste - Ginger & Garlic||India
Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Ginger & Garlic|25.00|25.00|||Vegetarian|100gms|Pouch|Mother's Recipe Paste - Ginger & Garlic||India

Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Ginger|75.00|75.00|||Vegetarian|300 gms Tub|Mother's Recipe Paste - Ginger||India
Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Ginger|25.00|25.00|||Vegetarian|100gms|Pouch|Mother's Recipe Paste - Ginger||India

Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Garlic|75.00|75.00|||Vegetarian|300 gms Tub|Mother's Recipe Paste - Garlic||India
Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Garlic|25.00|25.00|||Vegetarian|100gms|Pouch|Mother's Recipe Paste - Garlic||India

Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Tamarind|75.00|75.00|||Vegetarian|300 gms Tub|Mother's Recipe Paste - Tamarind||India
Pantry|Masalas & Spices|Cooking Pastes|Mother's Recipe|Mother's Recipe Paste - Tamarind|50.00|50.00|||Vegetarian|200gms|Pouch|Mother's Recipe Paste - Tamarind||India

Pantry|Masalas & Spices|Cooking Pastes|Dabur|Dabur Homemade - Ginger Garlic Paste|48.00|42.00|13%|6.00|Vegetarian|200gms|Pouch|Dabur Homemade - Ginger Garlic Paste||India
Pantry|Masalas & Spices|Cooking Pastes|Dabur|Dabur Homemade - Ginger Garlic Paste|24.00|24.00|||Vegetarian|100gms|Pouch|Dabur Homemade - Ginger Garlic Paste||India

Pantry|Masalas & Spices|Cooking Pastes|Dabur|Dabur Homemade - Ginger Paste|46.00|46.00|||Vegetarian|200gms|Pouch|Dabur Homemade - Ginger Paste||India

Pantry|Masalas & Spices|Cooking Pastes|Dabur|Dabur Homemade - Garlic Paste|48.00|48.00|||Vegetarian|200gms|Pouch|Dabur Homemade - Garlic Paste||India

Pantry|Masalas & Spices|Cooking Pastes|Dabur|Dabur Homemade - Tamarind Paste|44.00|44.00|||Vegetarian|200gms|Pouch|Dabur Homemade - Tamarind Paste||India

Pantry|Masalas & Spices|Cooking Pastes|Smith & Jones|Smith & Jones Ginger Garlic Paste|48.00|40.00|17%|8.00|Vegetarian|200gms|Pouch|Smith & Jones Ginger Garlic Paste||India



Pantry|Masalas & Spices|Herbs & Seasoning|PRISTINE|PRISTINE Fields of Gold - Garden Cress Seeds|55.00|55.00|||Vegetarian|100gms|Jar|PRISTINE Fields of Gold - Garden Cress Seeds||India

Pantry|Masalas & Spices|Herbs & Seasoning|PRISTINE|PRISTINE Fields of Gold - Basil Seeds|95.00|95.00|||Vegetarian|100gms|Jar|PRISTINE Fields of Gold - Basil Seeds||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Oregano|109.00|101.00|8.00|8.00|Vegetarian|9gms|Jar|Keya Oregano||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Pizza Oregano|90.00|83.70|7%|6.30|Vegetarian|80gms|Keya Pizza Oregano||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Red Chilli Flakes|80.00|74.40|7%|5.60|Vegetarian|40gms|Jar|Keya Red Chilli Flakes||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Garlic Powder|99.00|92.70|7%|6.30|Vegetarian|60gms|Bottle|Keya Garlic Powder||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Ginger Powder|99.00|92.00|7.00|7.00|Vegetarian|40gms|Bottle|Keya Ginger Powder||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Ginger Garlic Powder|99.00|92.00|7.00|7.00|Vegetarian|50gms|Bottle|Keya Ginger Powder||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Cinnamon/Dalchini Powder|159.00|148.00|11.00|11.00|Vegetarian|55gms|Bottle|Keya Cinnamon/Dalchini Powder||Sri Lanka

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Pizza Seasoning|109.00|101.00|8.00|8.00|Vegetarian|45gms|Bottle|Keya Pizza Seasoning||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Mixed Herbs|109.00|101.00|8.00|8.00|Vegetarian|20gms|Bottle|Keya Mixed Herbs||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Garlic Bread Seasoning|109.00|101.00|8.00|8.00|Vegetarian|50gms|Bottle|Keya Garlic Bread Seasoning||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya All Purpose Seasoning|109.00|101.00|8.00|8.00|Vegetarian|60gms|Bottle|Keya All Purpose Seasoning||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Salad Seasoning|109.00|101.00|8.00|8.00|Vegetarian|80gms|Bottle|Keya Salad Seasoning||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Black Pepper & Sea Salt Grinder|139.00|129.00|10.00|10.00|Vegetarian|80gms|Bottle|Keya Black Pepper & Sea Salt Grinder||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Sea Salt Grinder|89.00|83.00|6.00|6.00|Vegetarian|100gms|Bottle|Keya Sea Salt Grinder||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Lemongrass|109.00|101.00|8.00|8.00|Vegetarian|15gms|Bottle|Keya Lemongrass||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Parsley|109.00|101.00|8.00|8.00|Vegetarian|15gms|Bottle|Keya Parsley||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Travancore Nutmeg Powder|195.00|181.00|14.00|14.00|Vegetarian|65gms|Bottle|Keya Travancore Nutmeg Powder||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Thyme|109.00|101.00|8.00|8.00|Vegetarian|30gms|Bottle|Keya Thyme||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Italian Seasoning|109.00|101.00|8.00|8.00|Vegetarian|35gms|Bottle|Keya Italian Seasoning||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Pasta Seasoning|109.00|101.00|8.00|8.00|Vegetarian|45gms|Bottle|Keya Pasta Seasoning||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Rosemary|109.00|101.00|8.00|8.00|Vegetarian|17gms|Bottle|Keya Rosemary||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Mint|109.00|101.00|8.00|8.00|Vegetarian|7gms|Bottle|Keya Mint||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Kashmiri Paprika Powder|95.00|88.00|7.00|7.00|Vegetarian|55gms|Bottle|Keya Kashmiri Paprika Powder||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Basil|95.00|88.00|7.00|7.00|Vegetarian|12gms|Bottle|Keya Basil||India

Pantry|Masalas & Spices|Herbs & Seasoning|Keya|Keya Onion Flakes|99.00|92.07|7%|6.93|Vegetarian|40gms|Bottle|Keya Onion Flakes||India



Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Turmeric - Powder|56.00|56.00|||Vegetarian|200gms|Pouch|Everest Turmeric - Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Tikhalal Red Chilli Powder|210.00|200.00|10.00|10.00|Vegetarian|500gms|Pouch|Everest Red Chilli Powder||India
Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Tikhalal Red Chilli Powder|82.00|82.00|||Vegetarian|200gms|Pouch|Everest Tikhalal Red Chilli Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Kashmirilal Ground Chilly Powder|120.00|120.00|||Vegetarian|200gms|Pouch|Everest Kashmirilal Ground Chilly Powder||India
Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Kashmirilal Ground Chilly Powder|60.00|60.00|||Vegetarian|100gms|Pouch|Everest Kashmirilal Ground Chilly Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Green Coriander/Dhania Powder|56.00|55.44|1%|0.56|Vegetarian|200gms|Pouch|Everest Green Coriander/Dhania Powder||India
Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Green Coriander/Dhania Powder|28.00|28.00|||Vegetarian|100gms|Pouch|Everest Green Coriander/Dhania Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Cumin Powder|51.00|51.00|||Vegetarian|100gms|Carton|Everest Cumin Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Black Pepper Powder|150.00|150.00|||Vegetarian|100gms|Carton|Everest Black Pepper Powder||India
Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Black Pepper Powder|80.00|80.00|||Vegetarian|50 gms Carton|Everest Black Pepper Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest White Pepper Powder|105.00|105.00|||Vegetarian|50gms|Carton|Everest White Pepper Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Dry Mango Powder|80.00|80.00|||Vegetarian|100gms|Carton|Everest Dry Mango Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Jaljira Powder|50.00|50.00|||Vegetarian|100gms|Carton|Everest Jaljira Powder||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Hing-Asafoetida Powder - Yellow|70.00|70.00|||Vegetarian|50gms|Jar|Everest Hing-Asafoetida Powder - Yellow||India

Pantry|Masalas & Spices|Powdered Spices|Everest|Everest Hingraj Powder|159.00|159.00|||Vegetarian|100gms|Jar|Everest Hingraj Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Amchoor Powder|80.00|76.40|4%|3.60|Vegetarian|100gms|Carton|Mdh Amchoor Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Kashmiri Chilli Powder|65.00|63.00|3.00|3.00|Vegetarian|100gms|Carton|Mdh Kashmiri Chilli Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Haldi Powder|120.00|120.00|||Vegetarian|500gms|Pouch|Mdh Haldi Powder||India
Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Haldi Powder|28.00|27.00|1.00|1.00|Vegetarian|100gms|Pouch|Mdh Haldi Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Coriander/Dhania Powder|145.00|140.00|5.00|5.00|Vegetarian|500gms|Pouch|Mdh Coriander/Dhania Powder||India
Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Coriander/Dhania Powder|59.00|59.00|||Vegetarian|200gms|Pouch|Mdh Coriander/Dhania Powder||India
Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Coriander/Dhania Powder|30.00|29.00|1.00|1.00|Vegetarian|100gms|Pouch|Mdh Coriander/Dhania Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Jeera Powder|65.00|63.00|2.00|2.00|Vegetarian|100gms|Pouch|Mdh Jeera Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Lal Mirch/Chilli Powder|200.00|192.00|8.00|8.00|Vegetarian|500gms|Pouch|Mdh Lal Mirch/Chilli Powder||India
Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Lal Mirch/Chilli Powder|65.00|65.00|||Vegetarian|200gms|Pouch|Mdh Lal Mirch/Chilli Powder||India
Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Lal Mirch/Chilli Powder|41.00|40.00|1.00|1.00|Vegetarian|100gms|Pouch|Mdh Lal Mirch/Chilli Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Kashmiri Mirch Powder|36.00|36.00|||Vegetarian|50gms|Pouch|Mdh Kashmiri Mirch Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Deggi Mirch Powder|68.00|68.00|||Vegetarian|100gms|Pouch|Mdh Deggi Mirch Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh White Pepper Powder|185.00|185.00|||Vegetarian|100gms|Carton|Mdh White Pepper Powder||India

Pantry|Masalas & Spices|Powdered Spices|MDH|Mdh Black Pepper Powder|66.00|66.00|||Vegetarian|50gms|Carton|Mdh Black Pepper Powder||India

Pantry|Masalas & Spices|Powdered Spices|Badshah|Badshah Mathura's Jaljira Powder|49.00|49.00|||Vegetarian|100gms|Carton|Badshah Mathura's Jaljira Powder||India

Pantry|Masalas & Spices|Powdered Spices|Badshah|Badshah Red Chilly Powder|28.00|28.00|||Vegetarian|100gms|Pouch|Badshah Red Chilly Powder||India

Pantry|Masalas & Spices|Powdered Spices|Badshah|Badshah Jeera Powder|36.00|36.00|||Vegetarian|50gms|Carton|Badshah Jeera Powder||India

Pantry|Masalas & Spices|Powdered Spices|Badshah|Badshah Coriander/Dhanya Powder|26.00|26.00|||Vegetarian|100gms|Pouch|Badshah Coriander/Dhania Powder||India

Pantry|Masalas & Spices|Powdered Spices|Badshah|Badshah Dry Mango Powder|39.00|39.00|||Vegetarian|50gms|Carton|Badshah Dry Mango Powder||India

Pantry|Masalas & Spices|Powdered Spices|Badshah|Badshah Turmeric Powder|28.00|25.00|3.00|3,00|Vegetarian|100gms|Pouch|Badshah Turmeric Powder||India

Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Cooking Soda|40.00|21.00|48%|19.00|Vegetarian|100gms|Pouch|Anmol Supreme Cooking Soda||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Cooking Soda|20.00|11.00|45%|9.00|Vegetarian|50gms|Pouch|Anmol Supreme Cooking Soda||India

Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Dessicated Coconut|250.00|175.00|30%|75.00|Vegetarian|500gms|Pouch|Anmol Supreme Dessicated Coconut||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Dessicated Coconut|100.00|70.00|30%|30.00|Vegetarian|200gms|Pouch|Anmol Supreme Dessicated Coconut||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Dessicated Coconut|50.00|38.00|24%|12.00|Vegetarian|100gms|Pouch|Anmol Supreme Dessicated Coconut||India

Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Red Chilly Powder|150.00|100.00|33%|50.00|Vegetarian|500gms|Pouch|Anmol Supreme Red Chilly Powder||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Red Chilly Powder|60.00|40.00|33%|20.00|Vegetarian|200gms|Pouch|Anmol Supreme Red Chilly Powder||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Red Chilly Powder|30.00|20.00|33%|10.00|Vegetarian|100gms|Pouch|Anmol Supreme Red Chilly Powder||India

Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Coriander/Dhania Powder|150.00|100.00|33%|50.00|Vegetarian|500gms|Pouch|Anmol Supreme Coriander/Dhania Powder||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Coriander/Dhania Powder|60.00|40.00|33%|20.00|Vegetarian|200gms|Pouch|Anmol Supreme Coriander/Dhania Powder||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Coriander/Dhania Powder|30.00|20.00|33%|10.00|Vegetarian|100gms|Pouch|Anmol Supreme Coriander/Dhania Powder||India

Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Turmeric/Haldi Powder|150.00|100.00|33%|50.00|Vegetarian|500gms|Pouch|Anmol Supreme Turmeric/Haldi Powder||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Turmeric/Haldi Powder|60.00|40.00|33%|20.00|Vegetarian|200gms|Pouch|Anmol Supreme Turmeric/Haldi Powder||India
Pantry|Masalas & Spices|Powdered Spices|Anmol|Anmol Supreme Turmeric/Haldi Powder|30.00|20.00|33%|10.00|Vegetarian|100gms|Pouch|Anmol Supreme Turmeric/Haldi Powder||India






Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cumin/Jeera - Whole|500.00|280.00|44%|220.00|Vegetarian|1kg|Pouch|Anmol Supreme Cumin/Jeera - Whole||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cumin/Jeera - Whole|50.00|31.00|38%|19.00|Vegetarian|100gms|Pouch|Anmol Supreme Cumin/Jeera - Whole||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cumin/Jeera - Whole|25.00|16.00|36%|9.00|Vegetarian|50gms|Pouch|Anmol Supreme Cumin/Jeera - Whole||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Small|250.00|125.00|50%|125.00|Vegetarian|1kg|Pouch|Anmol Supreme Mustard/Rai - Small||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Small|125.00|65.00|48%|60.00|Vegetarian|500gms|Pouch|Anmol Supreme Mustard/Rai - Small||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Small|25.00|15.00|40%|10.00|Vegetarian|100gms|Pouch|Anmol Supreme Mustard/Rai - Small||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Big|250.00|145.00|42%|105.00|Vegetarian|1kg|Pouch|Anmol Supreme Mustard/Rai - Big||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Big|125.00|75.00|40%|50.00|Vegetarian|500gms|Pouch|Anmol Supreme Mustard/Rai - Big||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Big|25.00|16.00|36%|9.00|Vegetarian|100gms|Pouch|Anmol Supreme Mustard/Rai - Big||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Tamarind/Imli - Seedless|300.00|265.00|12%|35.00|Vegetarian|1kg|Pouch|Anmol Supreme Tamarind/Imli - Seedless||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Tamarind/Imli - Seedless|150.00|135.00|15.00|15.00|Vegetarian|500gms|Pouch|Anmol Supreme Tamarind/Imli - Seedless||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Tamarind/Imli - Seedless|60.00|51.00|15%|9.00|Vegetarian|200gms|Pouch|Anmol Supreme Tamarind/Imli - Seedless||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Phool Makhana|180.00|135.00|31%|45.00|Vegetarian|100gms|Pouch|Anmol Supreme Phool Makhana||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Coriander/Dhania Seeds|150.00|110.00|27%|40.00|Vegetarian|500gms|Pouch|Anmol Supreme Coriander/Dhania Seeds||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Coriander/Dhania Seeds|60.00|46.00|23%|14.00|Vegetarian|200gms|Pouch|Anmol Supreme Coriander/Dhania Seeds||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Coriander/Dhania Seeds|30.00|24.00|20%|6.00|Vegetarian|100gms|Pouch|Anmol Supreme Coriander/Dhania Seeds||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Dry Red Chilli With Stem|300.00|155.00|48%|145.00|Vegetarian|500gms|Pouch|Anmol Supreme Dry Red Chilli With Stem||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Dry Red Chilli With Stem|120.00|65.00|46%|55.00|Vegetarian|200gms|Pouch|Anmol Supreme Dry Red Chilli With Stem||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Dry Red Chilli With Stem|60.00|33.00|45%|27.00|Vegetarian|100gms|Pouch|Anmol Supreme Dry Red Chilli With Stem||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Dry Red Chilli Stemless|300.00|220.00|27%|80.00|Vegetarian|500gms|Pouch|Anmol Supreme Red Chilli Stemless||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Dry Red Chilli Stemless|120.00|90.00|25%|30.00|Vegetarian|200gms|Pouch|Anmol Supreme Red Chilli Stemless||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Dry Red Chilli Stemless|60.00|46.00|23%|14.00|Vegetarian|100gms|Pouch|Anmol Supreme Red Chilli Stemless||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Bay Leaf/Tej Patta|25.00|19.00|24%|6.00|Vegetarian|50gms|Pouch|Anmol Supreme Bay Leaf/Tej Patta||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Kalonji|40.00|36.00|10%|4.00|Vegetarian|100gms|Pouch|Anmol Supreme Kalonji||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Kalonji|20.00|19.00|5%|1.00|Vegetarian|50gms|Pouch|Anmol Supreme Kalonji||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Til White|250.00|145.00|42%|40.00|Vegetarian|500gms|Pouch|Anmol Supreme Til White||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Til White|100.00|60.00|40%|40.00|Vegetarian|200gms|Pouch|Anmol Supreme Til White||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Til White|50.00|31.00|38%|19.00|Vegetarian|100gms|Pouch|Anmol Supreme Til White||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Til Black|100.00|71.00|29%|29.00|Vegetarian|200gms|Pouch|Anmol Supreme Til Black||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Til Black|50.00|42.00|16%|8.00|Vegetarian|100gms|Pouch|Anmol Supreme Til Black||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Til Black|25.00|22.00|12%|8.00|Vegetarian|50gms|Pouch|Anmol Supreme Til Black||India
kkkll
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Khus Khus/Posta Dana|400.00|390.00|10.00|10.00|Vegetarian|200gms|Pouch|Anmol Supreme Khus Khus/Posta Dana||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Khus Khus/Posta Dana|200.00|180.00|10%|20.00|Vegetarian|100gms|Pouch|Anmol Supreme Khus Khus/Posta Dana||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Khus Khus/Posta Dana|100.00|99.00|1%|1.00|Vegetarian|50gms|Pouch|Anmol Supreme Khus Khus/Posta Dana||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Ajwain Whole|50.00|40.00|20%|10.00|Vegetarian|100gms|Pouch|Anmol Supreme Ajwain Whole||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Yellow|50.00|33.00|34%|17.00|Vegetarian|200gms|Pouch|Anmol Supreme Mustard/Rai - Yellow||India
